x,y
27.816238111199105,25.367101510960318
14.982540255334536,7.259312661054153
21.348773119938038,2.7281716270061764
10.011766322454111,2.486748182451054
8.232841256214005,1.917629056744838
53.00806625578979,30.659487724805373
10.312012952903611,31.580801001982387
13.719000768829911,12.96074545390867
43.57253728264117,35.340970363553616
84.6091793240156,26.58830006649958
87.65986573046034,23.320571863264398
92.75558922781433,16.57648489802012
25.428728437392692,29.034688296243193
69.03020892173622,1.6709299006711635
57.11886629282453,8.60389166282145
58.98220531344859,7.101551552387386
18.214334742210912,34.73988281842335
87.43881382476418,28.128631112709176
51.67660833253677,44.5214068606506
82.82238282496243,28.762236260618053
13.628776720956068,23.31363356859039
5.881933617708024,6.026469412013915
48.91761337009024,46.794356049749204
7.583752287604463,10.01285591215755
61.8169464891659,17.320400075079256
72.27091077258459,1.8072734876486578
45.319181772259256,43.43939318247263
23.46371249163231,26.104330054367434
67.98195992535524,11.580521935790259
83.60806042418068,26.95789553401809
91.11169154124376,30.76703584781716
57.04576144778264,15.701277860405149
69.27868748746194,10.149825879342568
100.04665599680006,29.15570223812587
14.168569604087207,36.664309955545185
91.94467336611842,18.956594453349307
50.5661031238222,39.8525917657109
19.2836169418594,33.97627607299592
17.41913776138432,26.286178011595073
17.534003644747216,8.034618021032783
49.680678162578324,39.42602370564056
92.6692390448162,34.38672559632116
51.786308483808554,43.04187360854533
9.707067244330696,8.412284530349003
64.01332911734376,12.553027777688158
1.7922302257399352,5.549872241133805
42.409830924007125,30.422557799101824
63.930197913500045,4.146192739253661
14.237041777407669,9.00640076845616
64.55840109584925,6.582599310255999
26.740565945697554,30.727382132024385
43.56908837975368,42.9245483298648
22.24114530917371,34.055253534969346
45.851602831987904,47.26526953518941
18.240674661037797,10.82113877743667
23.90868135373259,34.037931162518966
8.065645765746767,7.448536301831857
18.591973368717646,27.543332182827033
1.6791350741691318,9.36715334180305
14.463540764368501,7.63197971518171
50.97021389840329,46.25992663290168
63.06654951004069,15.104649861220237
47.91124956340977,38.46412719453328
63.38789952372158,16.860568503869004
55.04710711607589,9.205268622236458
11.43006263489059,14.892836487230216
26.273024546632456,30.062085483922402
22.313246085695003,32.858598907121745
20.94056760009124,28.738110156579136
3.595966429255019,18.308259305923855
91.33733720860417,18.45600126775234
67.96941639770286,5.30568229912514
46.23579383957106,38.70567926173455
7.519488330087189,9.625975086598295
47.122566703249014,45.988786110745934
68.3063648548804,4.9187729822012685
46.35395858308858,38.728641916096784
17.66919200463249,27.16367430401245
10.314796776319524,5.641773936145952
17.917977569828505,28.946877227245825
56.294008773627176,13.381593828624197
10.496024312657513,17.881494863138588
49.987542357200226,43.600565969270846
0.7382867165248186,6.433365048039616
23.61010481406211,29.33311995446732
3.919617096270695,10.703359516539805
-0.48278740607823956,18.108639891247975
6.059659827423254,2.7968382840199135
91.85408774162893,24.729079139407325
80.87406881000207,30.262998809706012
24.224254719706693,27.007869278078932
20.087981040438898,36.65731246574196
94.38988808662921,15.732057833385127
89.86728524141411,33.46824597445813
47.777079886922856,38.574512045995554
10.029694071932513,4.755498142686427
59.07458907517251,39.58437332211837
17.57091065503899,11.15509341108638
93.75728646902394,25.2749724581827
78.59302463074619,9.98428293463335
33.05900012150083,25.914519421123256
23.926079887355872,35.49625411046564
92.81524639737746,22.84882326389103
50.842819724075454,40.213884372647776
61.33780143993758,12.736412980825426
15.740450177975632,27.296894963906194
83.84186480737135,28.479919315955904
33.60042604784068,21.931080510277425
87.16954060568914,22.109287255295815
10.152732905203084,9.815582345774665
50.899308191881964,43.77431263464275
21.72201499177564,34.86840577417313
53.002404059201986,43.31380289173924
71.83964052998266,11.592361647998947
17.254759070160638,7.171093357271946
48.25975974941783,42.47065138245276
63.001593313184564,13.562155162244732
83.92224417614547,25.8821854911824
90.9326174106922,29.63384658986623
43.72175873503131,42.36108423768431
52.09204416566322,41.46834160683331
14.368655228303382,-1.7441870995755586
9.427564772053996,11.258151244099453
13.45112796469854,34.716963680775784
89.71695630800752,24.21100744688412
28.518877428892928,37.553137959057544
19.707831133110403,29.430569534106976
70.14539683009971,6.5682377448814275
85.71893325022003,20.825973789147568
15.297955014228151,28.41868474113884
95.11478883269507,32.09679978309038
14.354808910858097,5.610146917320649
94.31701053338509,27.745215751776215
17.34681188411497,30.841071887312243
17.995746305426923,27.500567350484424
20.231927065450243,35.0876646875416
22.301073858025518,28.00416553869325
49.60478563555239,43.09335167468836
5.19747809183426,6.0344131864616415
12.49823477555983,3.9065808501140156
12.239348320556264,6.221246197798664
63.35459374802662,10.483693041607912
67.92474090559548,11.935542870088826
92.26339330014092,24.89191286675864
13.117268047121913,14.453358407156973
8.291609512020598,10.121454570688902
19.663125007073354,28.582949954226713
20.899476274222692,33.42929450625523
46.94727511397392,42.58636253598335
63.362231619598134,9.55026723784272
10.529173218083894,5.69745126445196
7.653446318604466,14.378478393897534
23.839857499771618,28.22254148202724
13.875116316120852,12.16418810749997
14.208156320368182,8.752707099195256
64.98210229007653,10.729152689806138
17.009028756061944,25.481921870700425
92.52617489819505,22.556479132600096
89.69399421523964,24.176444453825255
25.746689165135095,27.816022287873174
15.594924335825937,37.56962438655064
47.58610482337586,37.25454143619215
17.775570160295338,13.066631131643506
84.25720025505586,22.911498984803483
92.65895090940968,29.018321470175866
19.35329565274042,30.46474968021579
21.382342632061494,29.422259468515687
11.114529098121366,-0.7867818674723068
60.9279272473581,8.759916729508847
